The nearest neighbor of (0.500000, 0.500000) is (0.499759, 0.499591).

There are 33091 points in the rectangle (0.300000, 0.300000), (0.300000, 0.410000), (0.600000, 0.300000), (0.600000, 0.410000): 
(0.312486, 0.300001)
(0.304064, 0.300236)
(0.300351, 0.301340)
(0.300125, 0.317674)
(0.300025, 0.326404)
(0.300005, 0.481089)
(0.300001, 0.553501)
(0.300001, 0.593142)
(0.300017, 0.356356)
(0.300014, 0.553832)
(0.300020, 0.463672)
(0.300017, 0.415984)
(0.300023, 0.568081)
(0.300054, 0.391025)
(0.300035, 0.377840)
(0.300034, 0.374839)
(0.300026, 0.411915)
(0.300040, 0.325821)
(0.300035, 0.559457)
(0.300046, 0.537234)
(0.300092, 0.461589)
(0.300074, 0.359627)
(0.300057, 0.431633)
(0.300056, 0.513698)
(0.300054, 0.523358)
(0.300062, 0.439730)
(0.300063, 0.591799)
(0.300081, 0.449870)
(0.300079, 0.580536)
(0.300112, 0.503187)
(0.300106, 0.386828)
(0.300093, 0.416774)
(0.300097, 0.489024)
(0.300106, 0.515690)
(0.300107, 0.561106)
(0.300116, 0.339244)
(0.300114, 0.571866)
(0.300122, 0.561797)
(0.300120, 0.597132)
(0.300234, 0.346228)
(0.300171, 0.333055)
(0.300140, 0.370003)
(0.300127, 0.431905)
(0.300126, 0.411170)
(0.300137, 0.437125)
(0.300130, 0.485875)
(0.300155, 0.306608)
(0.300152, 0.412804)
(0.300145, 0.333616)
(0.300153, 0.413420)
(0.300159, 0.383378)
(0.300157, 0.365451)
(0.300156, 0.518800)
(0.300161, 0.377436)
(0.300216, 0.424725)
(0.300190, 0.388520)
(0.300177, 0.382887)
(0.300174, 0.475152)
(0.300175, 0.523457)
(0.300181, 0.472379)
(0.300187, 0.599122)
(0.300200, 0.518979)
(0.300200, 0.502653)
(0.300206, 0.547530)
(0.300215, 0.564320)
(0.300226, 0.402821)
(0.300224, 0.566253)
(0.300224, 0.562380)
(0.300225, 0.421154)
(0.300228, 0.366507)
(0.300284, 0.353275)
(0.300260, 0.408042)
(0.300241, 0.463772)
(0.300235, 0.359916)
(0.300234, 0.361402)
(0.300236, 0.560238)
(0.300235, 0.481067)
(0.300240, 0.410605)
(0.300251, 0.539450)
(0.300245, 0.515871)
(0.300245, 0.493289)
(0.300242, 0.547252)
(0.300251, 0.473188)
(0.300247, 0.598179)
(0.300252, 0.362120)
(0.300251, 0.554532)
(0.300254, 0.484960)
